Id,SalePrice
1461,120017.762154
1462,157978.140797
1463,182414.892424
1464,187067.465606
1465,196428.71048
1466,181380.745171
1467,167575.284044
1468,168161.735262
1469,189920.273512
1470,123462.993535
1471,216150.227372
1472,100307.104067
1473,91794.8114217
1474,153044.31848
1475,133603.307993
1476,418241.768689
1477,245255.013017
1478,314296.52466
1479,274817.471199
1480,475292.997365
1481,312080.080513
1482,218869.074967
1483,169945.545648
1484,162986.116657
1485,185550.368801
1486,194426.531381
1487,324713.67416
1488,239774.793323
1489,197569.800088
1490,214314.310807
1491,195626.66727
1492,97152.8080305
1493,189773.88877
1494,308371.853918
1495,292392.03588
1496,224281.80184
1497,162758.366246
1498,160375.990866
1499,163593.368149
1500,141733.610355
1501,160944.411751
1502,153642.911494
1503,296559.825252
1504,236533.582112
1505,219426.861451
1506,178139.937642
1507,232558.236134
1508,193367.126594
1509,158481.912671
1510,149110.045506
1511,143411.448544
1512,165244.655365
1513,145360.308241
1514,186291.54835
1515,200888.581426
1516,172204.429047
1517,150433.956714
1518,140246.467622
1519,226674.460172
1520,134186.731093
1521,135318.613716
1522,171690.701067
1523,105556.355024
1524,121078.662491
1525,119155.108413
1526,129444.956687
1527,93469.3652797
1528,141904.916859
1529,142573.264426
1530,175522.448782
1531,103999.465589
1532,99171.6813746
1533,141954.158377
1534,126588.866638
1535,154047.930746
1536,110616.121483
1537,88960.3670005
1538,188999.527226
1539,197824.764653
1540,113361.748038
1541,142317.668338
1542,132127.696995
1543,222233.349064
1544,83280.0281358
1545,103632.417633
1546,127373.359843
1547,127375.773663
1548,131843.807869
1549,105876.253718
1550,142701.326807
1551,123369.847618
1552,126601.678956
1553,158107.19357
1554,102735.766925
1555,173607.094811
1556,104872.042583
1557,128240.060668
1558,99885.03218
1559,93590.4783178
1560,135387.969851
1561,153475.989628
1562,130753.789677
1563,122973.228686
1564,161675.186834
1565,153929.28383
1566,219695.875342
1567,83372.8128484
1568,214628.624054
1569,136434.943125
1570,123646.086147
1571,121504.03116
1572,146391.204033
1573,266775.787258
1574,132313.094075
1575,219872.715621
1576,209627.585012
1577,194284.472137
1578,141536.573576
1579,151908.028863
1580,203890.659668
1581,152266.536887
1582,127077.387349
1583,351274.021431
1584,228838.715076
1585,139944.747457
1586,69023.4504462
1587,92278.8101794
1588,139073.068517
1589,98621.8803577
1590,133121.858115
1591,95134.616025
1592,130828.316076
1593,130822.063539
1594,99705.2359853
1595,119406.175424
1596,228418.263536
1597,185993.793231
1598,199013.153056
1599,195292.669613
1600,187210.097068
1601,68166.8431942
1602,108487.853128
1603,80491.9315824
1604,265536.483306
1605,249216.599661
1606,154000.368595
1607,161455.738651
1608,234529.861234
1609,187879.361187
1610,156489.402191
1611,146657.924316
1612,166951.963228
1613,167221.857383
1614,114829.706372
1615,86850.4706187
1616,74679.1156678
1617,89929.4438558
1618,131851.530738
1619,130307.429085
1620,177798.50515
1621,132436.804778
1622,139813.038266
1623,309270.106187
1624,198775.812583
1625,136124.46246
1626,174587.068008
1627,194802.601166
1628,287367.071078
1629,185609.142976
1630,340783.076553
1631,231017.172637
1632,243931.685014
1633,178189.742342
1634,185210.419427
1635,185007.756888
1636,157159.244829
1637,184806.554403
1638,211101.70737
1639,186011.040402
1640,255857.548288
1641,179442.582275
1642,214749.853843
1643,220236.714857
1644,232443.371265
1645,175811.437433
1646,152232.962235
1647,171251.515555
1648,128705.625156
1649,136282.070305
1650,123206.454886
1651,127554.021159
1652,96616.1510134
1653,89859.6697526
1654,161261.581647
1655,160118.124332
1656,153404.232046
1657,161261.581647
1658,146909.534146
1659,145140.811357
1660,153492.234482
1661,465354.556192
1662,505552.647128
1663,421655.438284
1664,381696.715413
1665,318127.434797
1666,314178.038641
1667,382866.480108
1668,346857.88005
1669,315565.311531
1670,358956.961907
1671,257131.757286
1672,461018.238673
1673,300420.857138
1674,250049.669522
1675,188874.368864
1676,189690.229188
1677,218826.15129
1678,424556.80147
1679,362065.653882
1680,336269.63583
1681,279087.150796
1682,293641.454818
1683,178793.859456
1684,176274.942574
1685,168506.433731
1686,172821.796152
1687,174174.193081
1688,187843.567954
1689,192917.991416
1690,186733.83705
1691,180658.44153
1692,271366.237632
1693,177250.517818
1694,186644.164316
1695,169330.315929
1696,286963.446245
1697,169330.315929
1698,381274.118959
1699,322932.383046
1700,239906.935798
1701,265116.38738
1702,256658.082472
1703,252201.973235
1704,319510.337581
1705,241416.723489
1706,481104.388489
1707,203116.677569
1708,209194.505629
1709,309153.262481
1710,224802.432809
1711,267658.592866
1712,261892.127583
1713,271650.920613
1714,207637.898922
1715,204969.028479
1716,188180.020422
1717,190476.752154
1718,130934.521652
1719,192357.420065
1720,237656.93662
1721,185948.019313
1722,140120.931606
1723,165100.716216
1724,215913.220519
1725,245759.901928
1726,172081.786441
1727,153488.935006
1728,193365.545357
1729,151167.562605
1730,168640.886394
1731,116957.391254
1732,127657.978977
1733,119218.773885
1734,137223.255556
1735,133301.643631
1736,106664.839559
1737,338077.01338
1738,211474.152325
1739,273077.355044
1740,206732.723077
1741,205628.551469
1742,160944.411751
1743,169449.494403
1744,294756.446237
1745,197623.272663
1746,247054.058293
1747,220946.593187
1748,223368.346752
1749,157685.709356
1750,137437.943195
1751,238709.25892
1752,118985.070623
1753,148688.330994
1754,212591.006027
1755,157649.289987
1756,129862.384379
1757,116504.340342
1758,151604.93729
1759,168849.973943
1760,175355.60108
1761,165183.480943
1762,173913.111799
1763,166298.977836
1764,108726.424694
1765,176906.118985
1766,173610.362739
1767,217800.284575
1768,136040.872197
1769,183787.776693
1770,149416.876361
1771,132337.044379
1772,140294.084953
1773,136040.363702
1774,146173.256676
1775,129147.43568
1776,133394.465926
1777,111754.179001
1778,137406.789335
1779,107277.44388
1780,178844.850991
1781,129027.09289
1782,97466.7546826
1783,132143.529949
1784,85058.1591193
1785,108656.500375
1786,156593.400277
1787,156517.992911
1788,59357.2748445
1789,100865.116981
1790,75427.3763041
1791,175883.318019
1792,149255.609298
1793,145105.443275
1794,148428.623162
1795,134571.852442
1796,111428.297924
1797,131448.773701
1798,113014.716667
1799,114429.832857
1800,114563.703371
1801,135828.756628
1802,163201.959955
1803,141145.417739
1804,130138.81583
1805,132801.966884
1806,117081.600377
1807,149169.295901
1808,131330.86166
1809,114981.010265
1810,139691.605386
1811,89728.3382203
1812,102417.151811
1813,114676.335498
1814,89385.49423
1815,59313.3910257
1816,83444.5818314
1817,107566.108461
1818,122833.73309
1819,105769.441022
1820,73078.7687205
1821,110197.51926
1822,144084.437582
1823,54095.7838772
1824,130136.332089
1825,112829.23663
1826,85045.0494011
1827,108910.564133
1828,131766.123049
1829,121595.72752
1830,137319.428931
1831,178779.493633
1832,122693.891811
1833,160396.471256
1834,106738.849515
1835,154341.158493
1836,123950.841382
1837,90891.6994178
1838,126076.5497
1839,75041.0321093
1840,161176.553555
1841,139708.458753
1842,97205.128027
1843,140160.099173
1844,135749.922954
1845,138325.733268
1846,156868.235339
1847,151880.226445
1848,61958.615502
1849,123450.979836
1850,128224.863953
1851,151029.971128
1852,128029.891721
1853,134734.455869
1854,176859.137691
1855,149569.749852
1856,220894.196828
1857,155153.447499
1858,133911.478112
1859,120460.900453
1860,151635.6695
1861,120460.900453
1862,334214.017103
1863,333180.807471
1864,333180.807471
1865,322954.239326
1866,346193.389018
1867,262496.078328
1868,326981.597894
1869,215370.301681
1870,284322.188486
1871,244411.260705
1872,170305.717201
1873,223908.114594
1874,137980.372174
1875,219217.672377
1876,195340.061194
1877,221861.69699
1878,199574.206757
1879,130751.429003
1880,128949.276336
1881,246451.922447
1882,262022.466692
1883,193754.015056
1884,205522.512613
1885,273969.000251
1886,304709.777676
1887,220195.019498
1888,293934.573745
1889,176888.680628
1890,131319.395847
1891,139569.33684
1892,112361.04465
1893,134190.841131
1894,130991.95953
1895,143609.783143
1896,119865.006756
1897,119976.792762
1898,110373.639666
1899,143372.220831
1900,143672.074044
1901,154484.755975
1902,144376.382247
1903,227620.229258
1904,120691.362242
1905,180514.25627
1906,163557.606961
1907,197088.216034
1908,119513.692047
1909,131075.968105
1910,117176.356387
1911,205522.270512
1912,326064.927935
1913,137275.955414
1914,69661.7971904
1915,276322.764449
1916,85979.8326245
1917,276498.809887
1918,136129.361536
1919,158476.844263
1920,165421.199933
1921,480183.925863
1922,330486.00337
1923,207076.502727
1924,212532.638607
1925,217105.569955
1926,390973.404151
1927,128922.793336
1928,174508.366804
1929,119151.45855
1930,133894.290428
1931,147437.452548
1932,132436.804778
1933,152523.766932
1934,183310.105729
1935,177565.204613
1936,188725.953637
1937,193588.075245
1938,185498.186125
1939,241934.54582
1940,193839.554008
1941,177528.649052
1942,188951.712921
1943,216546.135032
1944,311309.547557
1945,373012.321459
1946,177403.697914
1947,316161.155562
1948,199188.110945
1949,236037.447717
1950,171150.831255
1951,250118.035978
1952,215836.959796
1953,159044.396217
1954,204211.44524
1955,125956.650619
1956,304208.065962
1957,156658.111561
1958,323276.365036
1959,131683.594317
1960,111414.374564
1961,113726.780814
1962,100745.242209
1963,105859.840183
1964,105763.895535
1965,134168.94346
1966,152455.279275
1967,275343.131839
1968,424586.924366
1969,414677.762432
1970,471647.951797
1971,460565.244864
1972,405414.519933
1973,271077.239829
1974,327053.3567
1975,403251.068469
1976,271587.749566
1977,342753.270341
1978,377667.48066
1979,357720.201658
1980,191781.377281
1981,325155.899867
1982,243719.058122
1983,218869.074967
1984,174079.453837
1985,215343.131472
1986,219576.090787
1987,172821.796152
1988,175477.027679
1989,194426.531381
1990,219967.811959
1991,217792.941658
1992,212414.958374
1993,171943.461523
1994,256810.576563
1995,194258.724942
1996,255613.789193
1997,334145.850747
1998,355697.28614
1999,252713.266671
2000,295535.551285
2001,264334.020439
2002,249285.537129
2003,247625.464669
2004,279947.789511
2005,235889.885177
2006,226493.332462
2007,245790.353825
2008,213647.745911
2009,188137.772493
2010,203707.22716
2011,151200.301347
2012,185389.437134
2013,179419.087094
2014,186496.606614
2015,212180.676715
2016,189083.064663
2017,196981.335857
2018,113587.969216
2019,133226.737053
2020,123599.299761
2021,112795.085245
2022,185123.702149
2023,145049.629552
2024,226664.345179
2025,370167.900791
2026,162234.812463
2027,141733.610355
2028,162243.512029
2029,167527.375178
2030,290269.691895
2031,274520.232428
2032,281604.021163
2033,277985.904424
2034,161978.543298
2035,210437.524175
2036,198252.603176
2037,205987.738736
2038,282910.917249
2039,214227.065515
2040,366167.317227
2041,266568.156058
2042,198607.919048
2043,158116.712182
2044,177361.778317
2045,200054.232338
2046,141279.677254
2047,142297.313964
2048,140117.515497
2049,143142.964156
2050,179386.384958
2051,94107.1358003
2052,126778.748748
2053,147969.304628
2054,67858.0959269
2055,156864.486768
2056,123788.850194
2057,124071.342492
2058,219488.516798
2059,139878.681921
2060,158275.299778
2061,184088.622488
2062,135219.940725
2063,106354.393668
2064,140029.386775
2065,132304.301021
2066,169683.927858
2067,118705.075344
2068,152363.854315
2069,85460.6673653
2070,102592.439417
2071,88262.3835064
2072,141781.662053
2073,140729.900932
2074,191580.925721
2075,153291.672994
2076,130110.575066
2077,136772.116531
2078,127648.429775
2079,137420.80189
2080,108714.183263
2081,126039.966122
2082,129484.919121
2083,132456.070604
2084,101589.109971
2085,117652.704288
2086,153229.065482
2087,123431.691673
2088,101739.390167
2089,82389.3438839
2090,126062.282871
2091,128103.145819
2092,123191.292773
2093,133008.242935
2094,135420.683432
2095,159947.197011
2096,80154.5995473
2097,81326.4243718
2098,144594.239875
2099,61102.1538972
2100,107444.010451
2101,150099.127754
2102,129914.508967
2103,91796.2564371
2104,152418.388715
2105,109973.823042
2106,81141.1401554
2107,228679.834732
2108,114166.121075
2109,124553.271592
2110,121415.751996
2111,155082.353591
2112,136196.83127
2113,111364.710663
2114,96905.7938002
2115,148264.146116
2116,123488.854874
2117,153289.505564
2118,127617.610006
2119,97310.9074551
2120,95085.6629858
2121,98339.5440476
2122,87558.8993843
2123,90098.5546835
2124,203385.360855
2125,138327.992591
2126,161502.960577
2127,133600.831265
2128,121622.560171
2129,105055.422129
2130,149151.7235
2131,172069.066483
2132,116164.058796
2133,123098.888948
2134,123414.34239
2135,102921.275409
2136,80843.6309683
2137,133067.501706
2138,135463.018145
2139,156850.06321
2140,137921.783644
2141,139352.82572
2142,125833.94199
2143,137596.731005
2144,151016.143305
2145,137921.783644
2146,162553.223886
2147,158574.556
2148,121727.415255
2149,140043.921121
2150,200788.606368
2151,133555.533101
2152,182024.442009
2153,159575.044496
2154,116403.036996
2155,134512.92566
2156,253778.482156
2157,236612.120883
2158,251000.376126
2159,205944.892706
2160,180347.86155
2161,247651.904853
2162,489243.649017
2163,344618.018007
2164,252708.432755
2165,167239.026719
2166,146027.034408
2167,227066.554225
2168,195681.969256
2169,203068.714781
2170,213933.623559
2171,143734.994755
2172,149126.274914
2173,160866.469446
2174,236824.122468
2175,317213.396781
2176,307346.883852
2177,245735.764741
2178,216548.626475
2179,139944.747457
2180,228353.649397
2181,184856.226295
2182,220843.469378
2183,192403.130204
2184,135173.768132
2185,132317.647778
2186,144587.150389
2187,152037.615916
2188,149902.922417
2189,261644.778862
2190,87285.8533176
2191,90761.4051518
2192,109186.310002
2193,106702.432557
2194,101700.309175
2195,114832.364054
2196,93726.4335406
2197,111665.095749
2198,151728.584146
2199,183007.36709
2200,118002.830243
2201,140501.091306
2202,209177.576676
2203,151744.325578
2204,166651.242204
2205,105137.465925
2206,132308.923788
2207,197239.093549
2208,250841.000003
2209,206374.37572
2210,125973.296082
2211,129006.039322
2212,110462.927538
2213,96403.1352826
2214,121599.60387
2215,94674.0465859
2216,152737.476265
2217,96306.2018583
2218,73070.4504866
2219,78282.6758273
2220,72146.1946172
2221,276322.764449
2222,225474.316129
2223,283232.059098
2224,215118.625655
2225,134380.898236
2226,196822.557676
2227,174212.915833
2228,270769.487677
2229,251462.420226
2230,156489.402191
2231,221727.934899
2232,186032.996565
2233,165837.584215
2234,256531.164778
2235,206805.78693
2236,306223.829722
2237,367509.645431
2238,225071.603283
2239,130187.138492
2240,159911.235283
2241,161081.742218
2242,125797.984422
2243,121998.852014
2244,98381.1085292
2245,99191.6144946
2246,143419.966458
2247,115835.30724
2248,117736.388474
2249,126944.651934
2250,139627.976877
2251,163558.652614
2252,178774.227747
2253,158522.097743
2254,189773.159488
2255,198776.964328
2256,193243.145053
2257,225824.416484
2258,174288.566886
2259,180439.922675
2260,169811.661129
2261,191174.117691
2262,229127.012367
2263,327649.917308
2264,429469.357576
2265,197584.530322
2266,285494.347648
2267,360973.857005
2268,378753.499176
2269,153532.31256
2270,188809.504453
2271,213457.365155
2272,206399.706088
2273,155652.918089
2274,169686.054128
2275,168037.77342
2276,173491.457168
2277,184933.937729
2278,150118.979777
2279,127295.333317
2280,123274.207184
2281,163413.461822
2282,189026.195365
2283,100745.242209
2284,103551.116042
2285,152860.229899
2286,122316.71129
2287,351457.062741
2288,261232.769339
2289,396831.847244
2290,426914.051371
2291,304414.787544
2292,429875.088687
2293,503468.749116
2294,441317.833284
2295,462382.578443
2296,276289.037666
2297,308475.224915
2298,322380.972394
2299,381790.069613
2300,317969.120447
2301,268748.343967
2302,253007.52884
2303,258297.702725
2304,235314.21554
2305,182547.362409
2306,182547.362409
2307,190270.732757
2308,223213.833117
2309,283480.693081
2310,218869.074967
2311,206355.264421
2312,179713.460546
2313,178572.106024
2314,190439.93487
2315,177538.896391
2316,196207.742297
2317,186041.743723
2318,171788.634437
2319,178642.135592
2320,183590.153664
2321,244541.573768
2322,172821.796152
2323,187235.014489
2324,179062.870434
2325,204141.646594
2326,174174.193081
2327,219967.811959
2328,232613.887611
2329,189350.888157
2330,181569.862883
2331,359804.300079
2332,404051.40969
2333,335296.08182
2334,260848.185941
2335,258850.469907
2336,327598.03162
2337,199532.000475
2338,293944.315835
2339,236479.547191
2340,400484.685864
2341,214890.136886
2342,237186.584221
2343,221681.481782
2344,248843.163784
2345,234281.005907
2346,220415.504402
2347,196101.026173
2348,240508.848507
2349,164449.33181
2350,281775.342833
2351,234087.891751
2352,259414.256977
2353,231404.153929
2354,132848.460315
2355,153934.751142
2356,159154.309625
2357,191369.920571
2358,187411.793397
2359,115449.227209
2360,108700.850028
2361,139690.744919
2362,264513.509229
2363,137121.469173
2364,166516.670767
2365,233365.079298
2366,203883.862969
2367,225583.715899
2368,218137.582876
2369,219152.439942
2370,170317.324043
2371,165627.061481
2372,187763.739389
2373,272465.967796
2374,299038.518719
2375,233626.027197
2376,253347.85778
2377,335500.171432
2378,135728.557812
2379,206411.300778
2380,143485.618741
2381,161268.254338
2382,182672.076858
2383,202322.287585
2384,241947.394451
2385,153647.059423
2386,139216.301074
2387,137846.582274
2388,117183.172904
2389,139515.189463
2390,152187.716254
2391,136824.391925
2392,107065.272956
2393,169778.262007
2394,141953.568556
2395,206865.675572
2396,127201.558563
2397,203510.968278
2398,132156.066197
2399,76437.2536426
2400,49827.0925241
